Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints_x,Int,Fumbles,FumblesLost,FantasyPoints_y,PredictedFantasyPoints
375,AntonioBrown,NWE,WR,31.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,56.0,1.0,16.1,0.0,0.0,0.0,72.0,37.316566
377,RashardHiggins,CLE,WR,25.0,10.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,15.5,0.0,0.0,0.0,84.0,18.53291
378,AlecIngold,OAK,RB,23.0,16.0,4.0,6.0,6.0,0.0,0.0,0.0,17.0,0.0,10.0,44.0,1.0,18.1,0.0,0.0,0.0,17.0,18.223877
380,StephenCarlson,CLE,TE,23.0,9.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,16.1,0.0,0.0,0.0,3.0,18.11056
383,BrandonZylstra,CAR,WR,26.0,8.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,18.6,0.0,1.0,0.0,10.0,20.475674
385,BraxtonBerrios,NYJ,WR,24.0,16.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,15.5,0.0,1.0,1.0,60.0,28.34593
386,TroyFumagalli,DEN,TE,24.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,15.8,0.0,0.0,0.0,14.0,14.975629
387,DeonteHarris,NOR,WR,22.0,14.0,1.0,6.0,6.0,0.0,0.0,0.0,31.0,0.0,4.0,24.0,0.0,9.5,0.0,3.0,1.0,28.0,31.647913
388,AndyJanovich,DEN,RB,26.0,7.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,42.0,0.0,15.3,0.0,0.0,0.0,2.0,13.548984
391,DavidNjoku,CLE,TE,23.0,4.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,15.1,0.0,0.0,0.0,33.0,26.333426
394,MoAlieCox,IND,TE,26.0,16.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,17.3,0.0,0.0,0.0,49.0,18.245798
396,ChristianBlake,ATL,WR,23.0,9.0,3.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,20.1,0.0,0.0,0.0,14.0,23.600803
397,AntonioCallaway,CLE,WR,22.0,4.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,16.9,0.0,0.0,0.0,2.0,27.284576
399,RobertFoster,BUF,WR,25.0,13.0,2.0,18.0,3.0,0.0,0.0,0.0,29.0,0.0,2.0,64.0,0.0,12.3,0.0,0.0,0.0,4.0,14.409097
401,DErnestJohnson,CLE,RB,23.0,16.0,0.0,7.0,6.0,0.0,0.0,0.0,21.0,0.0,4.0,71.0,0.0,15.2,0.0,0.0,0.0,18.0,23.09268
403,LeeSmith,BUF,TE,32.0,16.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,13.1,0.0,0.0,0.0,16.0,26.516272
404,AlexArmah,CAR,RB,25.0,16.0,1.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,6.0,6.0,0.0,9.7,0.0,0.0,0.0,3.0,15.271601
405,NickBellore,SEA,RB,30.0,14.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,10.3,0.0,0.0,0.0,1.0,23.60438
407,TreyBurton,CHI,TE,28.0,8.0,5.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,22.4,0.0,0.0,0.0,55.0,18.884794
408,KhaDarelHodge,CLE,WR,24.0,16.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,11.6,0.0,0.0,0.0,18.0,18.780758
409,TrentSherfield,ARI,WR,23.0,16.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,0.0,0.0,0.0,5.0,21.098028
411,LukeWillson,SEA,TE,29.0,8.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,15.9,0.0,0.0,0.0,1.0,17.968958
412,ChadBeebe,MIN,WR,25.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,9.0,0.0,3.0,0.0,30.0,21.221212
413,BlakeBell,KAN,TE,28.0,15.0,7.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,14.7,0.0,0.0,0.0,11.0,14.651065
414,DevontaeBooker,DEN,RB,27.0,16.0,0.0,9.0,6.0,0.0,0.0,0.0,9.0,0.0,2.0,57.0,0.0,12.6,0.0,0.0,0.0,69.0,21.578707
416,CethanCarter,CIN,RB,24.0,15.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,9.3,0.0,0.0,0.0,5.0,18.882406
417,ChrisHogan,CAR,WR,32.0,7.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,14.7,0.0,0.0,0.0,12.0,33.0991
418,TroymainePope,LAC,RB,26.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,20.0,0.0,10.0,14.0,1.0,9.4,0.0,1.0,1.0,12.0,20.588663
419,RileyRidley,CHI,WR,23.0,5.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,12.9,0.0,0.0,0.0,4.0,23.487844
420,AdamShaheen,CHI,TE,25.0,8.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,14.4,0.0,1.0,1.0,33.0,20.598093
421,DurhamSmythe,MIA,TE,24.0,16.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,13.5,0.0,0.0,0.0,33.0,22.5391
422,GeoffSwaim,JAX,TE,26.0,6.0,2.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,19.5,0.0,0.0,0.0,14.0,19.423254
424,DwayneWashington,NOR,RB,25.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,8.0,6.0,0.0,7.6,0.0,0.0,0.0,2.0,16.719442
425,MattBarkley,BUF,QB,29.0,2.0,0.0,0.0,0.0,359.0,0.0,51.0,-4.0,0.0,2.0,0.0,0.0,5.959999999999999,3.0,3.0,1.0,9.0,18.120348
426,TylerConklin,MIN,TE,24.0,15.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,13.8,0.0,0.0,0.0,25.0,18.588585
432,TyrodTaylor,LAC,QB,30.0,8.0,0.0,1.0,0.0,33.0,1.0,6.0,7.0,0.0,10.0,0.0,0.0,6.0200000000000005,0.0,0.0,0.0,9.0,27.698853
434,KhariBlasingame,TEN,RB,23.0,6.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,9.4,0.0,0.0,0.0,4.0,16.440138
435,DeontayBurnett,PHI,WR,22.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,6.8,0.0,0.0,0.0,2.0,25.540995
436,MikeDavis,2TM,RB,26.0,12.0,1.0,8.0,7.0,0.0,0.0,0.0,27.0,0.0,13.0,22.0,0.0,11.9,0.0,0.0,0.0,148.0,14.554544
442,DevineOzigbo,JAX,RB,23.0,10.0,0.0,5.0,3.0,0.0,0.0,0.0,27.0,0.0,9.0,23.0,0.0,8.0,0.0,0.0,0.0,4.0,18.108809
443,ElijhaaPenny,NYG,RB,26.0,16.0,1.0,4.0,2.0,0.0,0.0,0.0,39.0,0.0,15.0,9.0,0.0,6.8,0.0,0.0,0.0,4.0,15.353558
444,LukeStocker,ATL,TE,31.0,15.0,9.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,13.3,0.0,1.0,0.0,6.0,20.102316
445,TrevonWesco,NYJ,TE,24.0,16.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,47.0,0.0,6.9,0.0,0.0,0.0,1.0,15.84248
448,DeonYelder,KAN,TE,24.0,9.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,8.0,0.0,0.0,0.0,4.0,15.301943
451,MikeGlennon,OAK,QB,30.0,2.0,0.0,0.0,0.0,56.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,4.24,0.0,3.0,1.0,61.0,37.66809
452,ColtMcCoy,WAS,QB,33.0,1.0,1.0,0.0,0.0,122.0,0.0,27.0,14.0,0.0,2.0,0.0,0.0,4.279999999999999,1.0,2.0,0.0,18.0,36.053085
453,StevenMitchell,HOU,WR,25.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,5.7,0.0,0.0,0.0,6.0,17.6392
458,CJBoard,JAX,WR,26.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,5.1,0.0,0.0,0.0,10.0,17.703733
459,PharaohBrown,CLE,TE,25.0,9.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,4.7,0.0,0.0,0.0,28.0,9.447412
464,TannerHudson,TAM,TE,25.0,9.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,4.6,0.0,0.0,0.0,4.0,13.1131525
468,JohnnyMundt,LAR,TE,25.0,13.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.6,0.0,0.0,0.0,5.0,12.02091
469,AndreRoberts,BUF,WR,31.0,13.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,20.0,0.0,5.7,0.0,1.0,0.0,-1.0,25.873613
470,DrewSample,CIN,TE,23.0,9.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,39.0,15.814755
473,AnthonySherman,KAN,RB,31.0,16.0,0.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,4.0,22.0,0.0,5.1000000000000005,0.0,0.0,0.0,7.0,26.410414
474,CamSims,WAS,WR,23.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,4.7,0.0,0.0,0.0,54.0,16.505919
483,AshtonDulin,IND,WR,22.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.7,0.0,0.0,0.0,6.0,19.328077
484,TylerErvin,2TM,RB,26.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,11.0,0.0,4.1,0.0,2.0,0.0,15.0,14.102862
488,DonteMoncrief,2TM,WR,26.0,8.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5.8,0.0,0.0,0.0,2.0,12.994921
492,SamajePerine,2TM,RB,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,1.6,0.0,0.0,0.0,55.0,14.931162
493,EricSaubert,CHI,TE,25.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.1,0.0,0.0,0.0,2.0,19.227522
494,KeithSmith,ATL,RB,27.0,16.0,5.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,5.0,13.0,0.0,3.1,0.0,0.0,0.0,7.0,11.285615
495,DiontaeSpencer,DEN,WR,27.0,16.0,2.0,8.0,6.0,0.0,0.0,0.0,6.0,0.0,3.0,31.0,0.0,7.699999999999997,0.0,3.0,1.0,11.0,20.386965
498,JoshAdams,NYJ,RB,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,0.0,1.2,0.0,0.0,0.0,31.0,19.165533
501,AustinCarr,NOR,WR,26.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.9,0.0,0.0,0.0,9.0,10.983893
507,RyanGriffin,TAM,QB,30.0,2.0,0.0,0.0,0.0,18.0,0.0,4.0,-1.0,0.0,4.0,0.0,0.0,0.62,0.0,0.0,0.0,9.0,28.318817
508,DamienHarris,NWE,RB,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,1.2,0.0,0.0,0.0,86.0,22.507162
510,ChrisHerndon,NYJ,TE,23.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.7,0.0,0.0,0.0,43.0,22.181906
511,CodyHollister,TEN,WR,26.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.3,0.0,0.0,0.0,1.0,16.27316
512,BuddyHowell,HOU,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,16.616592
513,JakobJohnson,NWE,RB,25.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,0.0,0.0,10.0,12.787642
517,ChrisManhertz,CAR,TE,27.0,15.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.1,0.0,0.0,0.0,5.0,10.363835
519,RyanNall,CHI,RB,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8,0.0,0.0,0.0,13.0,14.384434
521,GunnerOlszewski,NWE,WR,23.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.4000000000000004,0.0,1.0,1.0,21.0,22.09661
524,DaltonSchultz,DAL,TE,23.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.6,0.0,0.0,0.0,84.0,17.30989
525,JaleelScott,BAL,WR,24.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.6,0.0,0.0,0.0,2.0,18.253918
527,JeffSmith,NYJ,WR,22.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.2,0.0,0.0,0.0,17.0,24.68284
530,JordanThomas,HOU,TE,23.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.8,0.0,0.0,0.0,6.0,15.320497
531,MikeThomas,LAR,WR,25.0,16.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.4,0.0,0.0,0.0,17.0,16.727654
532,LevineToilolo,SFO,TE,28.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,5.0,17.599394
535,DexterWilliams,GNB,RB,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.1,0.0,0.0,0.0,1.0,20.48408
537,StephenAnderson,LAC,0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.595278
540,TimBoyle,GNB,QB,25.0,3.0,0.0,0.0,0.0,15.0,0.0,4.0,-7.0,0.0,5.0,0.0,0.0,-0.0999999999999999,0.0,0.0,0.0,-1.0,16.56349
542,TrentonCannon,NYJ,0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.638375
545,ChandlerCox,MIA,0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.380684
546,RiverCracraft,DEN,0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.822214
548,DarrellDaniels,ARI,TE,25.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,0.0,0.0,0.0,15.0,13.399022
552,GehrigDieter,KAN,0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.067812
553,BrandonDillon,MIN,0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.465872
559,DJFoster,ARI,0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.457598
560,TravisFulgham,DET,0,24.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,17.650173
562,GarrettGilbert,CLE,QB,28.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,3.0,0.0,0.0,-0.3,0.0,0.0,0.0,15.0,18.688433
563,CullenGillaspia,HOU,0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.168159
567,JalenGuyton,LAC,0,22.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,21.638304
571,LilJordanHumphrey,NOR,0,21.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.005926
572,TrentonIrwin,CIN,0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.533335
576,KeithKirkwood,NOR,0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.595278
578,JoshMalone,NYJ,0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.101595
579,JeremyMcNichols,JAX,0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.533335
580,TraceMcSorley,BAL,QB,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,9.0,19.5415
582,JaydonMickens,TAM,0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.822214
583,AlfredMorris,ARI,RB,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,38.0,32.156425
584,NickMullens,SFO,QB,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3.0,0.0,0.0,-0.3,0.0,0.0,0.0,116.0,19.424896
589,SenorisePerry,BUF,RB,28.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.4,0.0,0.0,0.0,1.0,16.378826
590,CraigReynolds,WAS,0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.048304
591,RichardRodgers,PHI,0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,21.131239
599,JaceSternberger,GNB,0,23.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.011096
605,AustinWalter,NYG,0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.277224
607,NsimbaWebster,LAR,0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,17.351522
609,TrayveonWilliams,CIN,0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.605944
615,RayRayMcCloud,CAR,0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,3.0,1.0,12.0,24.83917
616,DarriusShepherd,GNB,WR,24.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8999999999999999,0.0,1.0,1.0,3.0,19.595423
617,JarrettStidham,NWE,QB,23.0,3.0,0.0,0.0,0.0,14.0,0.0,4.0,-2.0,0.0,2.0,0.0,0.0,-1.64,1.0,0.0,0.0,13.0,11.7312975
619,CoreyClement,PHI,0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,2.0,2.0,16.0,30.273273
